address,price,beds,baths,parking,propertyTypeFormatted
WODONGA 3 Coulston Street VIC 3690,540,4,2,2,House
COLAC 15 Kettle Street VIC 3250,440,3,1,2,House
BRUNSWICK 19 Latrobe Street VIC 3056,595,2,1,1,House
ESSENDON 34A Brewster Street VIC 3040,1400,4,3,2,House
CARLTON 70 Palmerston Street VIC 3053,550,2,1,0,House
CLYDE NORTH 6 Woolly Parade VIC 3978,600,4,2,2,House
WODONGA 1 Hill Street VIC 3690,405,3,1,2,House
ALFREDTON 8 Armagh Street VIC 3350,480,4,2,2,House
CARLTON 119-121 Palmerston Street VIC 3053,2600,4,3,1,House
FERNTREE GULLY 19 Bowen Street VIC 3156,350,2,1,0,House
BORONIA 2 McDonald Crescent VIC 3155,400,3,1,1,House
WANTIRNA SOUTH 81 Wallace Road VIC 3152,440,3,2,2,House
ALBERT PARK 82 Reed Street VIC 3206,1400,3,2,1,House
MORDIALLOC 3 Crown Avenue VIC 3195,580,3,1,1,House
WERRIBEE 66 Powlett Street VIC 3030,400,4,2,2,House
NORTH MELBOURNE 455 Dryburgh Street VIC 3051,650,3,1,1,House
BEECHWORTH 12 Thompson Street VIC 3747,380,3,2,1,House
PRAHRAN 1/1 Williams Road VIC 3181,560,2,2,1,House
WODONGA 276 Beechworth Road VIC 3690,500,3,1,4,House
ELWOOD 72 Foam Street VIC 3184,850,3,2,1,House
WODONGA 18 Marie Drive VIC 3690,440,3,1,2,House
WINCHELSEA 4 Jordyn Cl VIC 3241,440,3,1,1,House
SEDDON 8 Browning Street VIC 3011,550,2,1,1,House
BOX HILL SOUTH 22 Piedmont Street VIC 3128,380,2,1,2,House
ROWVILLE 1 Augusta Court VIC 3178,510,3,2,2,House
ALBERT PARK 47 St Vincent Street VIC 3206,925,3,2,0,House
FERNTREE GULLY 34 McIver Street VIC 3156,470,3,1,3,House
PORTLAND 1 Rossdell Street VIC 3305,350,3,1,4,House
MORDIALLOC 19 Reys Close VIC 3195,1100,5,3,2,House
MORDIALLOC 4 Hyland Street VIC 3195,780,4,2,2,House
MOORABBIN 26 Franklin Street VIC 3189,590,3,1,1,House
MOORABBIN 19 Central Ave VIC 3189,525,3,1,2,House
HAMPTON 1 Bronte Court VIC 3188,3000,4,4,2,House
WODONGA 1/27 Leonard Street VIC 3690,430,3,1,3,House
COLAC 60 Stewart Street VIC 3250,370,3,1,2,House
TRENTHAM 9 Albert Street VIC 3458,430,2,1,0,House
WERRIBEE 1/12 Silver Street VIC 3030,350,3,2,1,House
PAKENHAM 7 Tyalla Way VIC 3810,420,3,2,1,House
MERNDA 14 Coliban Drive VIC 3754,540,4,2,2,House
SUNBURY 12 Magdalene Court VIC 3429,475,4,2,2,House
DOREEN 31 Towerhill Avenue VIC 3754,625,4,2,2,House
HOPPERS CROSSING 108 Sycamore Street VIC 3029,500,4,2,2,House
DEER PARK 60 Hatchlands Drive VIC 3023,380,3,2,2,House
VERMONT SOUTH 19 Barradine Crescent VIC 3133,420,3,1,2,House
FLEMINGTON 143 Victoria Street VIC 3031,580,3,1,1,House
THORNBURY 56 Mansfield Street VIC 3071,570,2,1,4,House
PRESTON 17 St Georges Road VIC 3072,595,2,1,4,House
MERNDA 20 Georgia Drive VIC 3754,395,3,2,1,House
OAK PARK 1/16 Curie Avenue VIC 3046,500,3,1,2,House
CRANBOURNE WEST 2 Creekview Way VIC 3977,500,4,2,2,House
CRANBOURNE NORTH 11 Ottelia Street VIC 3977,570,4,2,2,House
MEADOW HEIGHTS 65 Bicentennial Crescent VIC 3048,410,3,2,2,House
WILLIAMSTOWN 86 John Street VIC 3016,800,3,2,0,House
MENTONE 3 Avenza Street VIC 3194,750,3,1,3,House
HAMPTON EAST 49 Charming Street VIC 3188,590,3,1,2,House
WANTIRNA 8 Amersham Drive VIC 3152,750,4,2,2,House
PAKENHAM 1 Manna Gum Drive VIC 3810,480,4,2,2,House
CRANBOURNE 5 Woodright Circuit VIC 3977,410,3,2,2,House
HAMPTON 36 Ludstone Street VIC 3188,995,4,2,2,House
DERRIMUT 5 Lawn Hill Avenue VIC 3026,500,4,2,2,House
DARLEY 4 Davies Street VIC 3340,55,3,1,0,House
FERNTREE GULLY 12 Ketwick Court VIC 3156,450,4,1,2,House
SUNBURY 2 Sweep Court VIC 3429,500,4,2,2,House
SOUTH YARRA 19 Commercial Road VIC 3141,800,4,1,2,House
BERWICK 34 Marlborough Road VIC 3806,525,3,2,2,House
STRATHMORE 59 Hillsyde Parade VIC 3041,550,3,1,2,House
FRANKSTON NORTH 11 Burdette Street VIC 3200,390,3,1,2,House
ALBERT PARK 26 Mills Street VIC 3206,900,2,1,0,House
LYNBROOK 33 Harris Street VIC 3975,450,3,2,2,House
PAKENHAM 5 Earhart Street VIC 3810,465,4,2,2,House
WYNDHAM VALE 22 Pillar Road VIC 3024,450,4,2,2,House
LAVERTON A/124 Bladin Street VIC 3028,390,3,2,5,House
WILLIAMS LANDING 205/38 Clark Street VIC 3027,360,1,1,0,House
DERRIMUT 21 Fernhurst Avenue VIC 3026,400,3,2,2,House
KINGS PARK 417 Taylors Road VIC 3021,360,3,1,3,House
WILLIAMSTOWN 168 Douglas Parade VIC 3016,630,3,1,2,House
WILLIAMSTOWN 123 Hanmer Street VIC 3016,650,2,1,0,House
GLEN IRIS 32B Vears Road VIC 3146,780,3,2,2,House
SPRINGVALE 22 Ann Street VIC 3171,420,4,1,1,House
CHELTENHAM 37 Wallingford Street VIC 3192,680,4,2,4,House
PAKENHAM 26 Lisa Avenue VIC 3810,500,4,2,2,House
HOPPERS CROSSING 5 Reserve Road VIC 3029,460,4,2,2,House
WERRIBEE 20 Gosfield Drive VIC 3030,360,3,2,1,House
BENTLEIGH 9B Gordon Street VIC 3204,950,3,2,1,House
SPRINGVALE 2/61 St Johns Avenue VIC 3171,620,4,3,2,House
PATTERSON LAKES 222 Gladesville Blvd VIC 3197,650,3,2,3,House
WEIR VIEWS 41 Samuel Rd VIC 3338,410,4,2,2,House
BRUNSWICK WEST 532 Albion Street VIC 3055,510,3,1,1,House
WERRIBEE 8 Dongala Drive VIC 3030,460,4,3,2,House
SUNBURY 54 Wedmore Crescent VIC 3429,550,4,2,2,House
EDITHVALE 24 Field Avenue VIC 3196,500,2,2,5,House
CLYDE NORTH 35 Kilmarnock Way VIC 3978,420,3,2,2,House
CAROLINE SPRINGS 38C The Avenue VIC 3023,465,3,2,2,House
CHELSEA 11 Drinan Road VIC 3196,630,4,2,1,House
WERRIBEE 18 Heathwren View VIC 3030,420,4,3,2,House
FRANKSTON 9 Gould Street VIC 3199,690,3,2,1,House
RIDDELLS CREEK 16 Bluegum Circuit VIC 3431,600,4,2,2,House
CHELTENHAM 57 Brampton Street VIC 3192,480,3,1,3,House
BEAUMARIS 65 Morey Road VIC 3193,625,3,1,2,House
PAKENHAM 5 Montalto Drive VIC 3810,560,4,2,2,House
UPPER FERNTREE GULLY 1353 Burwood Highway VIC 3156,580,3,2,3,House
CRANBOURNE WEST 29 Statham View VIC 3977,480,4,2,2,House
ST KILDA EAST 9C Wando Grove VIC 3183,720,3,2,1,House
SOUTH YARRA 1206/7 Claremont Street VIC 3141,480,1,1,1,House
PAKENHAM 14 Hayes Court VIC 3810,450,4,2,2,House
WILLIAMSTOWN 17 Clark Street VIC 3016,480,2,1,1,House
THORNBURY 135 Shaftesbury Parade VIC 3071,570,3,1,2,House
BRUNSWICK 103 Union Street VIC 3056,580,3,1,0,House
CARLTON NORTH 406 Station Street VIC 3054,590,2,1,1,House
FERNTREE GULLY 46 Norvel Road VIC 3156,520,3,2,2,House
WANTIRNA 9 Hibiscus Street VIC 3152,520,5,2,2,House
PAKENHAM 10 Griffin Street VIC 3810,500,4,2,2,House
DROUIN 15 Norman Road VIC 3818,450,4,2,2,House
WARRAGUL 102 Crole Drive VIC 3820,510,4,2,2,House
TARNEIT 4 Maven Way VIC 3029,375,2,1,1,House
DROUIN 18 Carbine Court VIC 3818,495,3,2,2,House
VERMONT 760 Canterbury Road VIC 3133,505,4,2,2,House
YARRAVILLE 29A Bena Street VIC 3013,750,3,2,1,House
THORNBURY 82 Hutton Street VIC 3071,650,2,1,2,House
MELTON SOUTH 48 Coburns Road VIC 3338,330,3,1,3,House
PRAHRAN 31 McIlwrick Street VIC 3181,890,3,1,2,House
VERMONT 544 Canterbury Road VIC 3133,400,2,1,0,House
GREENVALE 11 Serendip Crescent VIC 3059,450,3,2,2,House
FAWKNER 72 James Street VIC 3060,400,2,1,2,House
ROWVILLE 50 Spruce Drive VIC 3178,525,4,2,2,House
OFFICER 7 Zoe Lane VIC 3809,450,4,2,2,House
MELTON WEST 20 Bickley Street VIC 3337,400,4,2,2,House
BERWICK 120 Avebury Drive VIC 3806,470,4,2,2,House
SUNBURY 9/39 Cornish Street VIC 3429,360,2,1,1,House
MIDDLE PARK 19 Nimmo Street VIC 3206,650,2,1,0,House
PAKENHAM 54 Webster Way VIC 3810,480,4,2,2,House
WARRNAMBOOL 18 Carolyn Crescent VIC 3280,450,3,1,2,House
GLENROY 109 Loongana Avenue VIC 3046,495,3,1,4,House
WERRIBEE 46 Kiely Avenue VIC 3030,365,3,1,6,House
BEAUMARIS 41 Alfred Street VIC 3193,450,2,1,2,House
WARRNAMBOOL 6 Verdon St VIC 3280,380,3,1,3,House
SOUTH YARRA 6 Cliff Street VIC 3141,795,2,1,0,House
ASCOT VALE 99 Ascot Vale Road VIC 3032,695,3,2,1,House
PAKENHAM 18 Stable Street VIC 3810,480,4,2,2,House
POINT COOK 16 Hewett Drive VIC 3030,430,3,2,2,House
PAKENHAM 25 Clarendon Street VIC 3810,490,4,2,2,House
BRIGHTON EAST 1/120 Thomas Street VIC 3187,630,3,1,1,House
HOPPERS CROSSING 18 Rudolph Street VIC 3029,400,3,2,2,House
PAKENHAM 6 Dundee Court VIC 3810,400,3,2,2,House
MADDINGLEY 8 Essence Boulevard VIC 3340,530,4,2,2,House
ALTONA NORTH 36 Duosa Road VIC 3025,490,3,1,2,House
WYNDHAM VALE 25 Pelham Crescent VIC 3024,370,3,2,2,House
WYNDHAM VALE 48 Brougham Avenue VIC 3024,380,3,2,2,House
NEWPORT 1a Graham Street VIC 3015,540,2,1,1,House
BLACK ROCK 278 Beach Road VIC 3193,1150,4,3,2,House
DROUIN 35 Timbertop Crescent VIC 3818,520,3,2,2,House
PAKENHAM 1 Loxton Way VIC 3810,595,4,2,3,House
WERRIBEE 80 Silvereye Crescent VIC 3030,335,3,2,0,House
PAKENHAM 11 Clairwood Avenue VIC 3810,400,3,2,1,House
DROUIN 43 Harmon Drive VIC 3818,470,3,2,2,House
WERRIBEE 2 Quamby Court VIC 3030,350,3,2,2,House
SPRINGVALE Rear 95 Springvale Road VIC 3171,450,3,1,1,House
DIGGERS REST 23 Splendour Circuit VIC 3427,420,3,2,2,House
PAKENHAM 2 Stable Street VIC 3810,500,4,2,2,House
WYNDHAM VALE 5 Wilton Close VIC 3024,350,4,1,4,House
FLEMINGTON 47 Waltham Street VIC 3031,475,3,1,0,House
PAKENHAM 3 Deveney Street VIC 3810,400,3,1,2,House
CLYDE NORTH 21 Hearthstone Circuit VIC 3978,490,4,2,2,House
WODONGA 28 Craig Circuit VIC 3690,400,3,2,2,House
NORTHCOTE 225 St. Georges Road VIC 3070,595,2,1,1,House
TRUGANINA 97 Marquands Road VIC 3029,480,4,2,2,House
SEAFORD 52 Hadley Street VIC 3198,420,3,1,6,House
SCORESBY 91 George Street VIC 3179,490,3,1,2,House
WEST MELBOURNE 4/30 Dudley Street VIC 3003,630,3,2,1,House
BRUNSWICK EAST 7 Queen Street VIC 3057,750,3,2,2,House
BAYSWATER NORTH 11 Winchester Drive VIC 3153,600,5,2,2,House
TOORADIN 9 Harewood Street VIC 3980,550,3,2,2,House
HOPPERS CROSSING 43 Bourke Crescent VIC 3029,420,3,2,2,House
CRANBOURNE 11 Glenwood Court VIC 3977,480,3,1,6,House
WANTIRNA 20 Dumfries Way VIC 3152,575,5,3,3,House
WARRNAMBOOL 238A Koroit Street VIC 3280,380,2,1,1,House
FITZROY 1/54 Marion Street VIC 3065,500,1,1,0,House
BERWICK 11 Misty Close VIC 3806,640,4,2,2,House
FITZROY NORTH 119 Rae Street VIC 3068,500,2,1,0,House
WODONGA 11 Mitchell Street VIC 3690,380,3,1,1,House
SOUTH MELBOURNE 15 Dow Street VIC 3205,750,2,1,1,House
NEWPORT 23 Speight Street VIC 3015,690,4,1,3,House
PAKENHAM 44 Darwin Way VIC 3810,560,5,3,2,House
CARLTON NORTH 465 Station Street VIC 3054,1000,3,2,0,House
WILLIAMSTOWN 107 John Street VIC 3016,700,3,1,0,House
SUNBURY 8 Sorrel Circuit VIC 3429,480,4,2,2,House
FRASER RISE 32 Forrester Grove VIC 3336,420,3,2,1,House
WYNDHAM VALE 1 Glee Street VIC 3024,360,3,2,2,House
WYNDHAM VALE 2/16 Mermaid Crescent VIC 3024,340,2,1,1,House
SOUTH MELBOURNE 76 Nelson Road VIC 3205,1200,4,2,1,House
BRIGHTON EAST 14 Mackie Grove VIC 3187,1700,4,3,3,House
WYNDHAM VALE 28 Brookside Drive VIC 3024,420,4,2,2,House
ALTONA MEADOWS 37 Crellin Avenue VIC 3028,460,3,2,2,House
CARLTON 124 Rathdowne Street VIC 3053,830,4,1,0,House
PAKENHAM 17 Torre Road VIC 3810,400,4,2,2,House
OFFICER 6 Bolton Grove VIC 3809,440,3,2,2,House
PAKENHAM 39 Rockford Street VIC 3810,410,4,2,2,House
BRUNSWICK 10 Lydia Street VIC 3056,650,2,1,1,House
CARLTON NORTH 690 Canning Street VIC 3054,880,4,1,0,House
PAKENHAM 1/30 Silver Gum Drive VIC 3810,400,3,2,1,House
WERRIBEE 20 Deutgam Street VIC 3030,480,3,2,4,House
MERNDA 11 Greig Drive VIC 3754,540,4,2,2,House
OFFICER 10 Kallista Circuit VIC 3809,500,4,2,2,House
ASCOT VALE 9 Haven Crescent VIC 3032,590,3,2,1,House
NEWPORT 4/5 Grieves Street VIC 3015,690,3,2,3,House
NEWPORT 11 Davies Street VIC 3015,750,4,2,4,House
MANOR LAKES 14 Firecrest Road VIC 3024,400,4,2,2,House
WILLIAMSTOWN 106 Stevedore Street VIC 3016,600,3,2,1,House
PRESTON 437 Gilbert Road VIC 3072,750,3,1,1,House
RICHMOND 7/65 York Street VIC 3121,350,1,1,1,House
MANOR LAKES 44 Amaretto Circuit VIC 3024,360,3,2,1,House
DROUIN 106 Longwarry Road VIC 3818,550,3,2,3,House
MANOR LAKES 26 Truffle Circuit VIC 3024,500,5,2,2,House
PAKENHAM 1 Leigh Drive VIC 3810,650,3,2,8,House
ESSENDON 20/18 Raleigh Street VIC 3040,370,2,1,1,House
NEWPORT 6 Loft Reserve Road VIC 3015,600,3,2,1,House
CRANBOURNE NORTH 6 Bronson Circuit VIC 3977,545,4,2,2,House
OFFICER 60 Heathcote Grove VIC 3809,440,3,2,1,House
ST KILDA EAST 17 Empress Rd VIC 3183,750,3,1,0,House
CARLTON 106 Keppel Street VIC 3053,730,2,2,1,House
CARLTON 40 Dorrit Street VIC 3053,625,2,2,0,House
FLINDERS 440 Keys Road VIC 3929,4000,6,4,2,House
CARNEGIE 87 Mimosa Road VIC 3163,1200,4,2,3,House
OFFICER 45 Koba Way VIC 3809,520,4,2,2,House
PRAHRAN 12 Bayview Street VIC 3181,720,3,1,3,House
SOUTH YARRA 76 Millswyn Street VIC 3141,1700,2,2,1,House
BRIGHTON 41 Bay Street VIC 3186,1490,4,2,2,House
FAWKNER 46 Mutton Road VIC 3060,420,3,1,2,House
ARMADALE 4a Fetherston Street VIC 3143,2200,3,2,2,House
WINDSOR 124 Punt Road VIC 3181,795,4,2,2,House
COBURG 40 Higinbotham Street VIC 3058,560,3,1,2,House
CANTERBURY 22 Daphne Street VIC 3126,50,4,2,2,House
ST KILDA 12 Gurner Street VIC 3182,1750,4,2,1,House
TOORAK 9 Tyalla Crescent VIC 3142,795,3,2,2,House
BALWYN NORTH 83 Clifton Street VIC 3104,650,4,1,2,House
MALVERN 22 Ethel Street VIC 3144,1750,5,2,2,House
GLEN IRIS 6 Kenilworth Grove VIC 3146,650,3,1,3,House
MOUNT WAVERLEY 478 Highbury Road VIC 3149,640,3,1,3,House
FRANKSTON 145 Cranbourne Frankston Road VIC 3199,500,3,1,3,House
OAKLEIGH 30 Oxford St VIC 3166,990,4,1,4,House
RINGWOOD NORTH 1 Belle Vue Avenue VIC 3134,480,3,1,0,House
FLEMINGTON 12 Ascot Vale Road VIC 3031,470,2,1,1,House
GISBORNE 4 Watt Street VIC 3437,590,3,2,2,House
SUNSHINE WEST 9 Rautman Crescent VIC 3020,415,3,2,2,House
MARIBYRNONG 45 Cedar Drive VIC 3032,895,4,2,2,House
BONBEACH 24 Cannes Avenue VIC 3196,580,4,1,4,House
EUMEMMERRING 32-34 Doveton Avenue VIC 3177,350,3,1,1,House
TRUGANINA 49 Ionica Loop VIC 3029,450,4,2,2,House
MELTON SOUTH 6 Hollybrook St VIC 3338,380,3,2,2,House
STRATHTULLOH 19 Selbourne Street VIC 3338,420,4,2,2,House
THORNHILL PARK 9 Houston Drive VIC 3335,420,4,2,2,House
NARRE WARREN 1 Juncus Street VIC 3805,520,4,3,2,House
ELWOOD 102 Mitford Street VIC 3184,775,2,1,0,House
HAMPTON PARK 1/26 Beckington Crescent VIC 3976,360,3,1,1,House
ENDEAVOUR HILLS 4 Bedford Court VIC 3802,410,3,1,2,House
GISBORNE 8 Morrow Road VIC 3437,480,3,1,0,House
MERNDA 7 Underhill Road VIC 3754,450,3,2,2,House
MORNINGTON 15 Inglis Street VIC 3931,580,3,1,1,House
POINT COOK 6 Evesham Drive VIC 3030,470,4,2,2,House
KALORAMA 11 Rosemont Crescent VIC 3766,600,3,2,2,House
CLAYTON SOUTH 41 Bellavista Crescent VIC 3169,460,3,1,2,House
BONNIE BROOK 76 Gibsons Circuit VIC 3335,420,3,2,2,House
COBURG 504/14-20 Nicholson Street VIC 3058,350,1,1,1,House
BENTLEIGH 13 Gordon Street VIC 3204,640,3,1,2,House
GISBORNE 17 Alcheringa Court VIC 3437,700,4,2,2,House
GOWANBRAE 5/2 Lanark Way VIC 3043,440,3,2,2,House
CRAIGIEBURN 23 Meyers Walk VIC 3064,380,2,2,1,House
ROWVILLE 18 Carrara Rd VIC 3178,430,3,1,2,House
HOPPERS CROSSING 1A Lyndall Court VIC 3029,375,3,2,1,House
SUNBURY 12 Jersey Drive VIC 3429,520,4,2,2,House
ASCOT VALE 188 St Leonards Road VIC 3032,600,3,2,2,House
PAKENHAM 19 Cohens Way VIC 3810,420,3,2,2,House
TULLAMARINE 1/131 Mickleham Road VIC 3043,350,2,1,1,House
OFFICER 11 Flanagan Avenue VIC 3809,500,4,2,2,House
CROYDON NORTH 7 Turkeith Crescent VIC 3136,30,3,1,2,House
NARRE WARREN 11 Balcombe Court VIC 3805,420,3,2,2,House
FAWKNER 4 Somerlayton Crescent VIC 3060,380,3,1,1,House
CARRUM DOWNS 10 Woodvale Drive VIC 3201,460,3,2,2,House
MOUNT ELIZA 28 Mcgown Road VIC 3930,1300,4,2,2,House
OAKLEIGH 19 Regent Street VIC 3166,550,3,2,1,House
OFFICER SOUTH 62 Leeson Street VIC 3809,390,3,2,1,House
FRANKSTON 16 Macorna Street VIC 3199,440,3,1,2,House
DANDENONG NORTH 33 Kandra Street VIC 3175,550,4,2,2,House
SOUTH MORANG 50 Le Page Run VIC 3752,540,4,2,2,House
OFFICER 8 Juniper Street VIC 3809,400,3,2,1,House
NEWPORT 29 Collingwood Road VIC 3015,760,3,2,1,House
SUNBURY 145 PHILLIP DRIVE VIC 3429,435,4,2,2,House
RYE 5 Grandview Avenue VIC 3941,875,4,4,4,House
WEIR VIEWS 18 Pegasus Drive VIC 3338,430,4,2,2,House
ENDEAVOUR HILLS 91 Shetland Street VIC 3802,390,3,1,1,House
MELTON SOUTH 52 Childs Street VIC 3338,370,4,1,2,House
DEANSIDE 14 Valiant Street VIC 3336,480,4,2,2,House
FRANKSTON NORTH 21 Monterey Boulevard VIC 3200,360,3,1,3,House
CRANBOURNE WEST 79 Morningside Boulevard VIC 3977,485,3,2,2,House
COBURG 181 Munro Street VIC 3058,500,3,1,1,House
GISBORNE 45 Sunny Park Close VIC 3437,470,3,2,2,House
BRUNSWICK EAST 8 Jenkin Street VIC 3057,925,2,2,1,House
VERMONT SOUTH 31 Mont Court VIC 3133,525,3,2,2,House
OAK PARK 2 Nerissa Grove VIC 3046,495,2,2,2,House
SUNSHINE WEST 6 Struga Road VIC 3020,580,5,2,2,House
CHELTENHAM 48 Tulip Grove VIC 3192,570,3,1,4,House
ALBION 10 Merlow Street VIC 3020,440,3,2,2,House
CROYDON NORTH 3 Hanwell Court VIC 3136,650,4,2,2,House
ROWVILLE 60 Simon Avenue VIC 3178,590,5,2,4,House
EAST GEELONG 3 Boyne Avenue VIC 3219,560,4,2,1,House
COBURG 12 Rolland Street VIC 3058,575,2,1,0,House
WYNDHAM VALE 5 Farrier Road VIC 3024,450,4,2,0,House
MOONEE PONDS 28 Elizabeth Street VIC 3039,530,2,1,0,House
"DROUIN 4/Lot 5, 39 Weebar Road VIC 3818",350,2,1,1,House
DROUIN 2 Chaucer Way VIC 3818,460,4,2,2,House
MOONEE PONDS 19 Severn Street VIC 3039,420,2,1,0,House
TRAFALGAR 64 Davey Drive VIC 3824,495,4,2,2,House
OFFICER 70 Babar Drive VIC 3809,450,3,2,2,House
SOUTH MELBOURNE 13 Tribe Street VIC 3205,1400,3,2,0,House
TRUGANINA 10 Galactic Way VIC 3029,570,4,3,2,House
BEECHWORTH 6 Loch Street VIC 3747,500,3,1,0,House
WARRAGUL 3 Kokoda Street VIC 3820,395,3,1,1,House
BRUNSWICK 14 Lanark Street VIC 3056,950,4,2,1,House
WARRAGUL 21 Hampton Drive VIC 3820,540,4,2,2,House
MOUNT ELIZA 7 Dolphin Street VIC 3930,740,4,2,2,House
BLACKBURN SOUTH 1/50 Lawrence Street VIC 3130,770,4,3,1,House
FRANKSTON NORTH 287 Frankston Dandenong Road VIC 3200,360,3,1,1,House
BERWICK 9 Montmorency Avenue VIC 3806,520,4,2,2,House
FOREST HILL 6 Bogong Court VIC 3131,430,3,1,1,House
CAROLINE SPRINGS 36 Arroyo Place VIC 3023,440,3,2,2,House
CAROLINE SPRINGS 3 Fawkner Place VIC 3023,500,5,2,2,House
DELAHEY 3 Buninyong Way VIC 3037,440,3,2,2,House
STRATHTULLOH 21 Wembley Avenue VIC 3338,395,3,2,2,House
WERRIBEE 17 Somerset Close VIC 3030,325,3,1,1,House
VERMONT 38 Woodcrest Rd VIC 3133,450,4,1,2,House
BRUNSWICK 9 Fallon Street VIC 3056,730,3,1,1,House
ALPHINGTON 55 Keith Street VIC 3078,670,3,1,2,House
WOODEND 16 Tree Change Way VIC 3442,530,4,2,2,House
DEANSIDE 12 Chateau Promenade VIC 3336,435,4,2,1,House
VERMONT 6 Lexington Street VIC 3133,395,2,1,1,House
WERRIBEE SOUTH 2 Maimones Road VIC 3030,280,2,1,3,House
WOLLERT 27 Walkhill Drive VIC 3750,550,4,2,4,House
MOUNT EVELYN 8A Birmingham Road VIC 3796,250,1,1,1,House
WARRAGUL 17 Kendal Avenue VIC 3820,450,3,2,2,House
WARRAGUL 30 Parkhead Circuit VIC 3820,400,3,1,2,House
CLAYTON SOUTH 3 Beswick Street VIC 3169,420,3,1,3,House
DANDENONG NORTH 14 Boronia Avenue VIC 3175,390,3,1,0,House
WARRAGUL 67 Silkwood Drive VIC 3820,495,4,2,2,House
NEWPORT 20 Elphin Street VIC 3015,475,3,1,1,House
POINT COOK 11 Aruba Avenue VIC 3030,460,4,2,2,House
POINT COOK 22 Gardener Drive VIC 3030,400,3,2,1,House
GREENVALE 32 Lucy Crescent VIC 3059,650,4,2,2,House
DOREEN 12 Sukarna Court VIC 3754,520,4,2,2,House
CARRUM DOWNS 53 Clifton Park Drive VIC 3201,550,3,2,2,House
WERRIBEE 4/11 Edgar Street VIC 3030,300,2,1,1,House
NORTH MELBOURNE 4 Gardiner Street VIC 3051,580,3,1,1,House
CLAYTON 2/27 Bettina Street VIC 3168,550,3,2,1,House
CHELTENHAM 6 Garfield Street VIC 3192,585,3,1,2,House
WARRAGUL 7 Tambo Drive VIC 3820,495,4,2,4,House
OFFICER 19 Rix Road VIC 3809,520,4,2,2,House
BROADMEADOWS 1 Rodney Court VIC 3047,490,3,2,2,House
TEMPLESTOWE 115 Atkinson Street VIC 3106,450,3,1,2,House
CLYDE 21 Pump House Crescent VIC 3978,500,4,2,2,House
CAULFIELD 13 Anderson Street VIC 3162,750,3,1,3,House
WYNDHAM VALE 98 Millbrook Drive VIC 3024,370,3,2,1,House
NOBLE PARK 4/21-23 Kelvinside Rd VIC 3174,600,4,3,2,House
TRUGANINA 14 Mingay Close VIC 3029,400,3,1,1,House
PAKENHAM 15 Wendy Way VIC 3810,480,4,2,2,House
BRUNSWICK 100 Union Street VIC 3056,920,3,2,2,House
KINGS PARK 24 Gum Road VIC 3021,520,4,2,0,House
WERRIBEE 17 Kasem Drive VIC 3030,450,3,2,2,House
TRUGANINA 10 Sahara Way VIC 3029,380,3,2,1,House
PAKENHAM 34 Ashford Drive VIC 3810,445,3,2,2,House
PAKENHAM 9 Niseko Crescent VIC 3810,480,4,2,2,House
BRIGHTON 5 Budd Street VIC 3186,1250,3,2,2,House
RESERVOIR 40 Andrews Avenue VIC 3073,400,3,1,2,House
WERRIBEE 68 Dawley Circuit VIC 3030,380,4,2,2,House
WANTIRNA 2 Balmain Court VIC 3152,470,3,1,2,House
BEECHWORTH 27 Hayes Drive VIC 3747,600,4,2,2,House
MERNDA 10 Plough Street VIC 3754,450,4,2,2,House
CRANBOURNE NORTH 35 Freshfields Drive VIC 3977,450,3,2,1,House
GLADSTONE PARK 63 South Circular Road VIC 3043,400,3,1,4,House
AIRPORT WEST 85 Moore Road VIC 3042,420,3,1,1,House
CLYDE NORTH 7 Sunlight Avenue VIC 3978,475,4,2,2,House
CAROLINE SPRINGS 8 Mt Eccles Place VIC 3023,600,4,2,2,House
WYNDHAM VALE 37 Stream Road VIC 3024,420,4,2,2,House
YARRAVILLE 55 Powell Street VIC 3013,850,4,2,2,House
COBURG 22 Linda Street VIC 3058,520,2,1,0,House
WEST MELBOURNE 228 Adderley Street VIC 3003,900,3,2,1,House
CARLTON 49 Macarthur Place VIC 3053,580,2,1,0,House
NARRE WARREN SOUTH 60 Fleet Street VIC 3805,480,4,2,2,House
DROUIN 32 Horsetail Way VIC 3818,420,3,2,1,House
WERRIBEE 29 Anderson Street VIC 3030,280,2,1,2,House
MAIDSTONE 1/15 Cambridge Street VIC 3012,415,3,1,2,House
YARRAVILLE 47 Benbow Street VIC 3013,500,3,1,2,House
GLENROY 2/39 Beatty Avenue VIC 3046,470,3,2,1,House
TARNEIT 4 Bianca Boulevard VIC 3029,370,3,2,2,House
WERRIBEE 3/20-22 Retreat Place VIC 3030,370,3,1,2,House
COBURG 46 Devon Avenue VIC 3058,515,3,1,2,House
HOPPERS CROSSING 2 Beverley Court VIC 3029,350,3,2,2,House
SPRINGVALE 3 Thames Avenue VIC 3171,420,3,1,1,House
DARLEY 8 Valentina Drive VIC 3340,400,4,2,2,House
WILLIAMSTOWN 8A Jobson Street VIC 3016,700,3,2,2,House
WERRIBEE 8 Radisson Crescent VIC 3030,420,4,2,2,House
LANGWARRIN 5 Elana Court VIC 3910,650,4,2,2,House
PAKENHAM 29 Stable Street VIC 3810,550,4,2,2,House
THOMASTOWN 9 Currajong Street VIC 3074,400,3,1,5,House
CHELTENHAM 22A Heather Grove VIC 3192,560,2,2,2,House
